text,class,label
এই উত্তরগুলো ভাবতে গেলে সামনে ফেলে আসা দিন গুলো চলে আসে আর খারাপ লাগে ইস কতোটা ভালো ছিলো পুরোনো সেই দিন গুলো,sadness,1
পরমুহূর্তেই ছাদের টিনে শুরু হলো লাফালাফিবিকট শব্দে কৌতূহলী অঘোরনাথবাবু ছাদে গিয়ে দেখেন কেউ নেইছাদ একেবারে খালি,surprise,2
তোমার কাজ এবং ধারণা সফল হোক আমার শুভ কামনা তোমার সাথে সবসময় আছে,joy,0
কাউকে ভালবাসি বোঝানোর সবথেকে বড় অনুভূতি হল কান্না করা কারণ যার জন্য কান্না আসে না তার প্রতি কখনও ভালবাসা থাকে না জোর করে হাসা যাবে কিন্তু কান্না করা যাবে না,sadness,1
উত্তর সিটিতে ৫৪টি ও দক্ষিণ সিটিতে ৭৫টি সাধারণ ওয়ার্ড রয়েছে এখন পর্যন্ত দুই সিটির চারটি ওয়ার্ডে বিএনপি প্রার্থীদের ওপর হামলার অভিযোগ পাওয়া গেছে এ ছাড়া উত্তরে অন্তত ১৫টি ও দক্ষিণে ২৩টি ওয়ার্ডে বিএনপি প্রার্থীদের পোস্টার ছেঁড়া ও প্রচারণার কাজে বাধা দেওয়া হয়েছে,anger,4
নানা সূত্রে জানা গেল বিপিএলে ভালো খেলা কয়েকজন খেলোয়াড়ের ঠাঁই মিলছে দলে এবার বিপিএলের পারফরম্যান্স দিয়ে জায়গা পাওয়া খেলোয়াড়দের মধ্যে সবচেয়ে বড় চমক হতে পারেন হাসান মাহমুদ,surprise,2
এভাবে চলাফেরা করলে করোনার বন্ধু বান্ধবী সব চলে আসবে ঘরে থাকো সাবধানে থাকো,fear,5
benson এ একটা জোস জিনিশ বার করল benson fine cut  benson and benson light এর মাঝামাঝি নয় কড়া নয় নয় হালকা প্রথম দিনেই দিওয়ানা হয় পরলাম  যায় হোক আমার ভাল্লাগসে ,joy,0
আমি চুপচাপ শুয়ে আছি এর মধ্যে হঠাৎ করেই আলাদা করে ঘড়ির টিকটিক কানে বেজে উঠল,surprise,2
তারপরের দিন আমার খুব বেশী জ্বর হয় আস্তে আস্তে আমি মামাবাড়ি থেকে ফিরে আসি কিন্তু সেই স্মৃতি আমাকে এখনো ভয় পাওয়ায়,fear,5
